id	audio	n_frames	tgt_text	src_text	speaker
ted_767_200	en-es/flac.zip:4019154508:127572	146080	Y ese 20% será utilizado por necesidades en países pobres como la agricultura. Ojalá hayamos limpiado la forestación y el cemento.	And that 20 percent will be used up by things going on in poor countries — still some agriculture; hopefully, we will have cleaned up forestry, cement.	spk.767
ted_767_201	en-es/flac.zip:15304521323:159437	188960	Entonces, para llegar a ese 80%, los países desarrollados, incluyendo países como China, habrán tenido que cambiar su generación eléctrica por completo.	So, to get to that 80 percent, the developed countries, including countries like China, will have had to switch their electricity generation altogether.	spk.767
ted_767_202	en-es/flac.zip:29228034334:145122	165599	Entonces, la otra nota es: ¿Estamos desplegando esta tecnología de cero emisiones? ¿La hemos desplegado en todos los países desarrollados? ¿y estamos en proceso de llevarla a otros lugares?	The other grade is: Are we deploying this zero-emission technology, have we deployed it in all the developed countries and are in the process of getting it elsewhere?	spk.767
ted_767_203	en-es/flac.zip:10965995475:18963	21759	Eso es muy importante.	That's super important.	spk.767
ted_767_204	en-es/flac.zip:19204725766:44377	54720	Es un elemento clave para aprobar ese boletín escolar.	That's a key element of making that report card.	spk.767
ted_767_205	en-es/flac.zip:13152173185:56900	64319	Entonces, yendo para atrás desde ahí, ¿Cómo debería verse el boletín del año 2020?	Backing up from there, what should the 2020 report card look like?	spk.767
ted_767_206	en-es/flac.zip:4158709532:32628	35680	Bueno, nuevamente, debería tener dos elementos.	Well, again, it should have the two elements.	spk.767
ted_767_207	en-es/flac.zip:2316773827:128604	142719	Deberíamos implementar estas medidas de eficiencia para empezar a tener reducciones. Cuanto menos emitamos, menor será la suma de CO2, y, por lo tanto, menor será la temperatura.	We should go through these efficiency measures to start getting reductions: The less we emit, the less that sum will be of CO2, and therefore, the less the temperature.	spk.767
ted_767_208	en-es/flac.zip:24882807186:207252	237120	Pero, de algunas maneras, la nota que nos saquemos ahí, haciendo cosas que no nos llevan por todo el camino hacia las grandes reducciónes, es solamente igual, o quizás hasta un poco menos importante que la otra, que es la pieza de innovación de estos grandes avances.	But in some ways, the grade we get there, doing things that don't get us all the way to the big reductions, is only equally, or maybe even slightly less, important than the other, which is the piece of innovation on these breakthroughs.	spk.767
ted_769_0	en-es/flac.zip:12228069243:102774	114399	Ningún pronóstico puede determinar cuán poderoso esto puede ser como determinante de la calidad de la vida de una persona.	No prognosis can account for how powerful this could be as a determinant in the quality of someone's life.	spk.769
ted_769_1	en-es/flac.zip:20990215327:262639	310560	Y el Dr. Kean me siguió diciendo: "En mi experiencia, a menos que se le repita muchas veces lo contrario, e incluso si sólo se le da un apoyo mínimo, si se le deja que se maneje solo, un niño alcanzará el éxito."	And Dr. Kean went on to tell me, he said, "In my experience, unless repeatedly told otherwise, and even if given a modicum of support, if left to their own devices, a child will achieve."	spk.769
ted_769_2	en-es/flac.zip:25409099991:45119	47680	Ven, el Dr. Kean hizo ese cambio de pensamiento.	See, Dr. Kean made that shift in thinking.	spk.769
ted_769_3	en-es/flac.zip:26442354127:79702	82400	Él comprendió que hay una diferencia entre el problema de salud y lo que una persona puede hacer a pesar del mismo.	He understood that there's a difference between the medical condition and what someone might do with it.	spk.769
ted_769_4	en-es/flac.zip:22011322098:175757	197280	Y yo misma he cambiado mi forma de pensar con el tiempo, ya que, si me hubiesen preguntado cuando tenía 15 años, si habría cambiado las prótesis por piernas de carne y hueso, no habría dudado ni por un segundo.	And there's been a shift in my thinking over time, in that, if you had asked me at 15 years old, if I would have traded prosthetics for flesh-and-bone legs, I wouldn't have hesitated for a second.	spk.769
ted_769_5	en-es/flac.zip:27510227587:61946	68160	En esa época aspiraba a ese tipo de normalidad.	I aspired to that kind of normalcy back then.	spk.769
ted_769_6	en-es/flac.zip:20431073226:39715	48480	Si me lo preguntan hoy, no estoy tan segura.	But if you ask me today, I'm not so sure.	spk.769
ted_769_7	en-es/flac.zip:3581380595:130948	144960	Y es por las experiencias que he tenido con ellas, no a pesar de las experiencias que he tenido con ellas.	And it's because of the experiences I've had with them, not in spite of the experiences I've had with them.	spk.769
ted_769_8	en-es/flac.zip:12576970077:91259	92800	Saben, claro, que este era mi tesauro viejo y raído. Pensé que debía ser una edición antigua, claro.	You know, of course, this is my raggedy old thesaurus so I'm thinking this must be an ancient print date, right?	spk.769
ted_769_9	en-es/flac.zip:25962831655:193867	218080	Y, tal vez, este cambio en mi ha ocurrido porque he estado en contacto con más personas que han abierto puertas para mi que con aquellas que han puesto topes y sombras sobre mi.	And perhaps this shift in me has happened because I've been exposed to more people who have opened doors for me than those who have put lids and cast shadows on me.	spk.769
ted_769_10	en-es/flac.zip:4212473793:84045	90880	Saben, todo lo que uno necesita es una persona que nos abra los ojos a nuestro propio poder, y uno despega.	See, all you really need is one person to show you the epiphany of your own power, and you're off.	spk.769
ted_769_11	en-es/flac.zip:21736372921:192081	213280	Si pudieras darle a alguien la llave de su propio poder, el espíritu humano es tan receptivo, si pudieras hacer eso y abrir una puerta para alguien en un momento crucial, estás educándole en el mejor sentido.	If you can hand somebody the key to their own power — the human spirit is so receptive — if you can do that and open a door for someone at a crucial moment, you are educating them in the best sense.	spk.769
ted_769_12	en-es/flac.zip:778652781:36792	40960	Estás enseñándole a abrir puertas para sí mismo.	You're teaching them to open doors for themselves.	spk.769
ted_769_13	en-es/flac.zip:3656710635:228654	269279	De hecho, el significado exacto de la palabra inglesa "educate" proviene de la raíz "educe." Significa, estimular lo que está adentro, manifestar el potencial.	In fact, the exact meaning of the word "educate" comes from the root word "educe." It means "to bring forth what is within, to bring out potential." So again, which potential do we want to bring out?	spk.769
ted_769_14	en-es/flac.zip:26938288873:216561	220960	Pero, de hecho, era una edición de principios de los años 80 cuando yo debía estar iniciando la escuela primaria y formándome una idea de mí misma fuera del núcleo familiar y en relación a los demás niños y al mundo a mi alrededor.	But, in fact, the print date was the early 1980s, when I would have been starting primary school and forming an understanding of myself outside the family unit and as related to the other kids and the world around me.	spk.769
ted_769_15	en-es/flac.zip:22024768900:115867	125120	Así que, de nuevo, ¿cuál es el potencial que queremos poner de manifiesto? Se hizo un estudio de caso en Gran Bretaña, en los años 60, cuando se estaba cambiando el sistema de ingreso a la escuela secundaria, de uno que requería examen de ingreso (grammar school) a otro que era abierto (comprehensive).	There was a case study done in 1960s Britain, when they were moving from grammar schools to comprehensive schools.	spk.769
ted_769_16	en-es/flac.zip:22741507798:18191	17760	A eso le llaman pruebas de 'separación en grupos' (según sus aptitudes).	It's called the streaming trials.	spk.769
ted_769_17	en-es/flac.zip:9495223678:31720	35360	Aquí en Estados Unidos le llamamos' encaminamiento '(tracking).	We call it "tracking" here in the States.	spk.769
ted_769_18	en-es/flac.zip:27501891098:326337	358240	Consiste en separar los estudiantes en A, B, C, etc. Y los estudiantes A reciben el plan de estudios más difícil, los mejores profesores, etc. Bueno, ellos tomaron estudiantes de nivel D, y durante un período de tres meses, les dieron las notas más altas, les dijeron que eran estudiantes de nivel A, les dijeron que eran brillantes.	It's separating students from A, B, C, D and so on. And the "A students" get the tougher curriculum, the best teachers, etc. Well, they took, over a three-month period, D-level students, gave them A's, told them they were "A's," told them they were bright, and at the end of this three-month period, they were performing at A-level.	spk.769
ted_769_19	en-es/flac.zip:23164375214:143020	166880	Y, claro, el desgarrador reverso de este estudio, es que tomaron los estudiantes de nivel A y les dijeron que eran de nivel D. Y eso fue lo que ocurrió al final de ese período de tres meses.	And, of course, the heartbreaking, flip side of this study, is that they took the "A students" and told them they were "D's." And that's what happened at the end of that three-month period.	spk.769
ted_769_20	en-es/flac.zip:12062844441:51342	56639	Con aquellos que todavía estaban en la escuela, además de los que ya habían abandonado.	Those who were still around in school, besides the people who had dropped out.	spk.769
ted_769_21	en-es/flac.zip:12750564099:85704	95040	Una parte crucial de este estudio de caso fue que los profesores fueron engañados también.	A crucial part of this case study was that the teachers were duped too.	spk.769
ted_769_22	en-es/flac.zip:19757343619:28959	28960	Los profesores no sabían que se había hecho un cambio.	The teachers didn't know a switch had been made.	spk.769
ted_769_23	en-es/flac.zip:11753611876:108780	118240	A ellos simplemente se les dijo que estos eran los estudiantes A, y que estos eran los estudiantes D. Y así fue como se dispusieron a enseñarles y a tratarles.	They were simply told, "These are the 'A-students,' these are the 'D-students.'" And that's how they went about teaching them and treating them.	spk.769
ted_769_24	en-es/flac.zip:18582347156:317447	372000	Así que, pienso que la única verdadera discapacidad es un espíritu aplastado, un espíritu que ha sido aplastado no tiene esperanza. No ve la belleza. Ya no tiene más nuestra curiosidad natural, infantil y nuestra habilidad innata para imaginar.	So, I think that the only true disability is a crushed spirit, a spirit that's been crushed doesn't have hope, it doesn't see beauty, it no longer has our natural, childlike curiosity and our innate ability to imagine.	spk.769
ted_769_25	en-es/flac.zip:7788650738:210476	230080	Si, en vez de eso, podemos reafirmar un espíritu humano para que tenga esperanza, para que vea la belleza en sí mismo y en otros, para que sea imaginativo y curioso, entonces verdaderamente estamos usando bien nuestro poder.	If instead, we can bolster a human spirit to keep hope, to see beauty in themselves and others, to be curious and imaginative, then we are truly using our power well.	spk.769
ted_769_26	en-es/flac.zip:29668830984:104906	120960	Cuando un espíritu tiene esas cualidades, somos capaces de crear nuevas realidades y nuevas formas de ser.	When a spirit has those qualities, we are able to create new realities and new ways of being.	spk.769
ted_769_27	en-es/flac.zip:1989637694:442481	520320	Quisiera dejarles con un poema de un poeta persa del siglo XIV, llamado Hafiz de quien me habló mi amigo, Jacques Dembois. Y el poema se titula "El Dios que sólo Sabe Cuatro Palabras." "Cada niño ha conocido a Dios, no al Dios de los distintos nombres (que le damos), no al Dios de lo que no se puede hacer, sino al Dios que sólo sabe cuatro palabras y que las repite una y otra vez, diciendo, ven y baila conmigo".	I'd like to leave you with a poem by a fourteenth-century Persian poet named Hafiz that my friend, Jacques Dembois told me about, and the poem is called "The God Who Only Knows Four Words": "Every child has known God, not the God of names, not the God of don'ts, but the God who only knows four words and keeps repeating them, saying, 'Come dance with me.	spk.769
ted_769_28	en-es/flac.zip:28852858546:64688	68640	Y, de más está decirlo, gracias a Dios que yo no usaba un tesauro en ese entonces.	And, needless to say, thank God I wasn't using a thesaurus back then.	spk.769
ted_769_29	en-es/flac.zip:29885563891:43185	56160	Vengan y bailen conmigo.	Come, dance with me. Come, dance with me. '"	spk.769
ted_769_30	en-es/flac.zip:936997197:63309	64800	Gracias. (Aplausos)	Thank you. (Applause)	spk.769
ted_769_31	en-es/flac.zip:10636466499:289624	308960	Quiero decir, de acuerdo a esta definición, parecería que nací en un mundo que percibía que alguien como yo no tenía absolutamente nada positivo para darle, cuando, de hecho, hoy en día soy célebre por las oportunidades y aventuras que mi vida me ha brindado.	I mean, from this entry, it would seem that I was born into a world that perceived someone like me to have nothing positive whatsoever going for them, when in fact, today I'm celebrated for the opportunities and adventures my life has procured.	spk.769
ted_769_32	en-es/flac.zip:6155897261:110913	112160	Quisiera compartir con ustedes un descubrimiento que hice algunos meses mientras escribía un artículo para la edición italiana de la revista Wired.	I'd like to share with you a discovery that I made a few months ago while writing an article for Italian Wired.	spk.769
ted_769_33	en-es/flac.zip:26834521590:126929	133600	Así que, inmediatamente fuí a buscar en la edición en línea del 2009, esperando encontrar una revisión digna de ser considerada.	So, I immediately went to look up the 2009 online edition, expecting to find a revision worth noting.	spk.769
ted_769_34	en-es/flac.zip:20459668770:29567	30880	Aquí está la versión actualizada de esta palabra.	Here's the updated version of this entry.	spk.769
ted_769_35	en-es/flac.zip:9953878161:48553	51680	Desafortunadamente, no es mucho mejor.	Unfortunately, it's not much better.	spk.769
ted_769_36	en-es/flac.zip:11722933501:115396	121440	Encuentro las últimas dos palabras bajo "Casi Antónimos" particularmente perturbadoras, "completo" y "saludable".	I find the last two words under "Near Antonyms," particularly unsettling: "whole" and "wholesome."	spk.769
ted_769_37	en-es/flac.zip:25641185585:30230	32480	Así que, no es sólo cuestión de palabras.	So, it's not just about the words.	spk.769
ted_769_38	en-es/flac.zip:10922873910:57902	63360	Es lo que creemos acerca de las personas cuando nos referimos a ellas con estas palabras.	It's what we believe about people when we name them with these words.	spk.769
ted_769_39	en-es/flac.zip:11572292452:57894	60480	Es acerca de los valores detrás de las palabras, y cómo construímos esos valores.	It's about the values behind the words, and how we construct those values.	spk.769
ted_769_40	en-es/flac.zip:20660635986:92218	103199	Nuestro lenguaje afecta nuestra forma de pensar y cómo vemos el mundo, y cómo vemos a las demás personas.	Our language affects our thinking and how we view the world and how we view other people.	spk.769
ted_769_41	en-es/flac.zip:7457887559:186190	206720	De hecho, muchas sociedades antiguas, incluyendo a los griegos y romanos, creían que pronunciar una maldición verbalmente era muy poderoso, porque decirla en voz alta la hacía realidad.	In fact, many ancient societies, including the Greeks and the Romans, believed that to utter a curse verbally was so powerful, because to say the thing out loud brought it into existence.	spk.769
ted_769_42	en-es/flac.zip:3200906160:129206	148000	Así que, ¿cuál es la realidad que queremos crear, la de una persona que es limitada, o la de una persona que tiene control de si misma?	So, what reality do we want to call into existence: a person who is limited, or a person who's empowered?	spk.769
ted_769_43	en-es/flac.zip:5192932612:188547	191519	Siempre tengo mi diccionario de sinónimos a mano cuando estoy escribiendo algo, pero ya había terminado de editar mi artículo cuando me dí cuenta de que nunca en mi vida había buscado la palabra "discapacitado" a ver qué encontraba.	I always keep my thesaurus handy whenever I'm writing anything, but I'd already finished editing the piece, and I realized that I had never once in my life looked up the word "disabled" to see what I'd find.	spk.769
ted_769_44	en-es/flac.zip:5940737149:229335	259040	Por el mero hecho de hacer algo tan simple como nombrar a una persona, a un niño, podríamos estar limitando y oscureciendo su capacidad. ¿No querríamos, en cambio, abrirles puertas?	By casually doing something as simple as naming a person, a child, we might be putting lids and casting shadows on their power. Wouldn't we want to open doors for them instead?	spk.769
ted_769_45	en-es/flac.zip:6057033580:111394	116000	Una persona así, que me abrió puertas, fue mi médico de infancia en el Instituto A.I. Dupont en Wilmington, Delaware.	One such person who opened doors for me was my childhood doctor at the A.I. duPont Institute in Wilmington, Delaware.	spk.769
ted_769_46	en-es/flac.zip:9990359818:265034	279360	Un norteamericano de origen italiano, cuyo nombre aparentemente, era demasiado difícil de pronunciar para la mayoría de sus compatriotas, así que hacía que lo llamaran sólo Dr. P. Y el Dr. P siempre usaba corbatas de moño muy coloridas y tenía la aptitud perfecta para trabajar con niños.	His name was Dr. Pizzutillo, an Italian American, whose name, apparently, was too difficult for most Americans to pronounce, so he went by Dr. P. And Dr. P always wore really colorful bow ties and had the very perfect disposition to work with children.	spk.769
ted_769_47	en-es/flac.zip:17414045756:123486	135360	Disfruté mucho la mayoría del tiempo que pasé en el hospital, con excepción de mis sesiones de fisioterapia.	I loved almost everything about my time spent at this hospital, with the exception of my physical therapy sessions.	spk.769
ted_769_48	en-es/flac.zip:7234831310:379134	401440	Tenía que hacer lo que me parecían innumerables repeticiones de ejercicios con estas gruesas bandas elásticas — de diferentes colores — saben, para ayudar a fortalecer los músculos de mis piernas. Y odiaba estas bandas más que a cualquier otra cosa.	I had to do what seemed like innumerable repetitions of exercises with these thick, elastic bands — different colors, you know — to help build up my leg muscles, and I hated these bands more than anything — I hated them, had names for them. I hated them. And, you know, I was already bargaining, as a five year-old child, with Dr. P to try to get out of doing these exercises, unsuccessfully, of course.	spk.769
ted_769_49	en-es/flac.zip:11916615207:147764	164640	Las odiaba, las denigraba. Las odiaba. Y, saben, yo ya estaba regateando, con sólo 5 años de edad, con el Dr. P para tratar de dejar de hacer estos ejercicios, sin éxito, por supuesto.	And, one day, he came in to my session — exhaustive and unforgiving, these sessions — and he said to me, "Wow.	spk.769
ted_769_50	en-es/flac.zip:17513645883:92210	100800	Y, un día, vino a mi sesión — sesiones extenuantes e implacables, — y me dijo, "¡Ah!, Aimee, eres una niña tan fuerte, tan potente, creo que vas a romper una de esas bandas.	Aimee, you are such a strong and powerful little girl, I think you're going to break one of those bands.	spk.769
ted_769_51	en-es/flac.zip:5409773349:38082	41440	Cuando la rompas, te daré cien dólares. "	When you do break it, I'm going to give you a hundred bucks. "	spk.769
ted_769_52	en-es/flac.zip:29884320303:334318	357920	Ahora, claro, esto era una simple estratagema de parte del Dr. P para lograr que yo hiciera los ejercicios que no quería hacer ante la posibilidad de ser la niña de cinco años más rica de la sala del segundo piso, pero lo que él en realidad hizo por mi fue transformar un evento diario que era horrible en una experiencia prometedora para mi.	Now, of course, this was a simple ploy on Dr. P's part to get me to do the exercises I didn't want to do before the prospect of being the richest five-year-old in the second floor ward, but what he effectively did for me was reshape an awful daily occurrence into a new and promising experience for me.	spk.769
ted_769_53	en-es/flac.zip:24587700819:588566	662240	Déjenme leerles lo que dice. "Discapacitado", adjetivo: "lisiado, indefenso, inútil, destruido, inmovilizado, tullido, herido, destrozado, cojo, mutilado, cansado, gastado, debilitado, impotente, castrado, paralizado, minusválido, senil, decrépito, enfermo, exhausto, destruido, agotado, con ataque de nervios, eliminado; véase también herido, inútil y débil.	Let me read you the entry. "Disabled, adjective: crippled, helpless, useless, wrecked, stalled, maimed, wounded, mangled, lame, mutilated, run-down, worn-out, weakened, impotent, castrated, paralyzed, handicapped, senile, decrepit, laid-up, done-up, done-for, done-in cracked-up, counted-out; see also hurt, useless and weak.	spk.769
ted_769_54	en-es/flac.zip:27153353114:255628	280160	Y tengo que preguntarme hoy, hasta qué punto su visión, y el haberme declarado una niña fuerte y potente, dio forma a mi visión de mi misma en el futuro como una persona inherentemente fuerte, poderosa y atlética.	And I have to wonder today to what extent his vision and his declaration of me as a strong and powerful little girl shaped my own view of myself as an inherently strong, powerful and athletic person well into the future.	spk.769
ted_769_55	en-es/flac.zip:20054126512:90983	100320	Este es un ejemplo de como los adultos en posiciones de poder pueden encender la energía de un niño.	This is an example of how adults in positions of power can ignite the power of a child.	spk.769
ted_769_56	en-es/flac.zip:8218720999:228996	248480	Sin embargo, en las definiciones del tesauro que vimos previamente, nuestro lenguaje no nos permite desarrollarnos hacia la realidad que todos quisiéramos, la posibilidad de que una persona pueda verse a sí misma como capaz.	But, in the previous instances of those thesaurus entries, our language isn't allowing us to evolve into the reality that we would all want, the possibility of an individual to see themselves as capable.	spk.769
ted_769_57	en-es/flac.zip:1171146666:107776	112640	Nuestro lenguaje no se ha puesto al día con los cambios en nuestra sociedad, muchos de los cuales han sido provocados por la tecnología.	Our language hasn't caught up with the changes in our society, many of which have been brought about by technology.	spk.769
ted_769_58	en-es/flac.zip:11821259023:471768	504000	Ciertamente, desde una perspectiva médica, mis piernas, la cirugía láser para mejorar la visión, los implantes de prótesis de rodilla y cadera hechos de titanio en personas maduras, todos los cuales están permitiendo a las personas desarrollar más plenamente sus facultades, y moverse más allá de los límites que la naturaleza les ha impuesto, sin mencionar las plataformas de redes sociales, las cuales permiten a las personas crear una identidad propia, reclamar sus propias descripciones de sí mismos, de manera que puedan estar alineados con grupos globales de su propia elección.	Certainly, from a medical standpoint, my legs, laser surgery for vision impairment, titanium knees and hip replacements for aging bodies that are allowing people to more fully engage with their abilities, and move beyond the limits that nature has imposed on them — not to mention social networking platforms allow people to self-identify, to claim their own descriptions of themselves, so they can go align with global groups of their own choosing.	spk.769
ted_769_59	en-es/flac.zip:23786834423:261847	302560	Así que, quizás la tecnología nos está revelando ahora más claramente lo que siempre ha sido una verdad, que cada persona tiene poco común y poderoso para ofrecer a nuestra sociedad, y que la habilidad humana para adaptarse es la ventaja más grande que tenemos.	So, perhaps technology is revealing more clearly to us now what has always been a truth: that everyone has something rare and powerful to offer our society, and that the human ability to adapt is our greatest asset.	spk.769
ted_769_60	en-es/flac.zip:28819108010:299339	329120	La habilidad humana para adaptarse, es algo interesante, porque la gente continuamente ha querido conversar conmigo acerca de superar la adversidad, y voy a admitir algo. Esa frase nunca encajó conmigo, y siempre me sentí incómoda tratando de responder las preguntas de la gente acerca de esto, y creo que ahora comienzo a darme cuenta del por qué.	The human ability to adapt, it's an interesting thing, because people have continually wanted to talk to me about overcoming adversity, and I'm going to make an admission: This phrase never sat right with me, and I always felt uneasy trying to answer people's questions about it, and I think I'm starting to figure out why.	spk.769
ted_769_61	en-es/flac.zip:12617609996:396519	427359	Implícita en esta frase de superar la adversidad, está la idea de que el éxito, o la felicidad, consiste en atravesar un desafío ileso o sin ser afectado por la experiencia, como si mis éxitos en la vida fueran el resultado de una habilidad para esquivar o circunnavegar las presuntas dificultades de toda una vida con prótesis o lo que otras personas perciben como mi discapacidad.	Implicit in this phrase of "overcoming adversity" is the idea that success, or happiness, is about emerging on the other side of a challenging experience unscathed or unmarked by the experience, as if my successes in life have come about from an ability to sidestep or circumnavigate the presumed pitfalls of a life with prosthetics, or what other people perceive as my disability.	spk.769
ted_769_62	en-es/flac.zip:15800140102:34251	35200	Sin embargo, de hecho, somos cambiados.	But, in fact, we are changed.	spk.769
ted_769_63	en-es/flac.zip:15030395427:93737	104800	Somos afectados, por supuesto, por un reto, sea física, emocionalmente, o de ambas formas.	We are marked, of course, by a challenge, whether physically, emotionally or both.	spk.769
ted_769_64	en-es/flac.zip:5926084027:32906	37280	Y voy a sugerir que esto es algo bueno.	And I'm going to suggest that this is a good thing.	spk.769
ted_769_65	en-es/flac.zip:3115085049:82049	90560	La adversidad no es un obstáculo al cual necesitamos rodear para poder retomar nuestra vida.	Adversity isn't an obstacle that we need to get around in order to resume living our life.	spk.769
ted_769_66	en-es/flac.zip:7097912168:20651	22400	Es parte de nuestra vida.	It's part of our life.	spk.769
ted_769_67	en-es/flac.zip:20768378720:37643	38080	Y tiendo a pensar en esto como si fuera mi sombra.	And I tend to think of it like my shadow.	spk.769
ted_769_68	en-es/flac.zip:1119823965:67474	70240	A veces veo una gran parte de ella, a veces muy poca, pero siempre está conmigo.	Sometimes I see a lot of it, sometimes there's very little, but it's always with me.	spk.769
ted_769_69	en-es/flac.zip:10796301396:94666	98240	Y, ciertamente, no estoy tratando de minimizar el impacto, el peso, de la lucha de una persona.	And, certainly, I'm not trying to diminish the impact, the weight, of a person's struggle.	spk.769
ted_769_70	en-es/flac.zip:19621714468:171249	179519	Hay adversidad y desafíos en la vida, y es una realidad diferente para cada persona, pero la cuestión no es si vas o no a tener que enfrentar la adversidad, sino cómo la vas a encarar.	There is adversity and challenge in life, and it's all very real and relative to every single person, but the question isn't whether or not you're going to meet adversity, but how you're going to meet it.	spk.769
ted_769_71	en-es/flac.zip:14050910229:135601	155200	Asi que, nuestra responsabilidad no es simplemente aislar de la adversidad a aquellos a quienes queremos, sino prepararlos para que la afronten bien.	So, our responsibility is not simply shielding those we care for from adversity, but preparing them to meet it well.	spk.769
ted_769_72	en-es/flac.zip:1678222233:127978	152799	Y no les hacemos ningún favor a nuestros hijos cuando les hacemos sentir que no están equipados para adaptarse.	And we do a disservice to our kids when we make them feel that they're not equipped to adapt.	spk.769
ted_769_73	en-es/flac.zip:3235080946:187029	203200	Hay una diferencia importante entre el hecho médico objetivo de que yo tenga las piernas amputadas y la opinión subjetiva de la sociedad sobre si soy o no discapacitada.	There's an important difference and distinction between the objective medical fact of my being an amputee and the subjective societal opinion of whether or not I'm disabled.	spk.769
ted_769_74	en-es/flac.zip:18592024356:152741	164000	Y, sinceramente, la única discapacidad real y consistente a la que he tenido que hacer frente es que el mundo pensara que esas definiciones me describen.	And, truthfully, the only real and consistent disability I've had to confront is the world ever thinking that I could be described by those definitions.	spk.769
ted_769_75	en-es/flac.zip:10312344587:268292	283199	En nuestro deseo de proteger a aquellos a los que amamos dándoles la dura y fría verdad acerca de su pronóstico médico o un pronóstico de la calidad de vida que pueden esperar, debemos asegurarnos de que no ponemos el primer ladrillo en una pared que finalmente discapacite a alguien.	In our desire to protect those we care about by giving them the cold, hard truth about their medical prognosis, or, indeed, a prognosis on the expected quality of their life, we have to make sure that we don't put the first brick in a wall that will actually disable someone.	spk.769
ted_769_76	en-es/flac.zip:16061717702:158758	175520	Tal vez el modelo existente de sólo mirar lo que está dañado en ti y cómo arreglarlo, provoca en la persona mayor discapacidad que la patología en sí misma.	Perhaps the existing model of only looking at what is broken in you and how do we fix it, serves to be more disabling to the individual than the pathology itself.	spk.769
ted_769_77	en-es/flac.zip:16973252272:180672	199679	Al no tratar a la persona en su totalidad, al no reconocer su potencial, estamos creando otro mal encima de cualquier lucha natural que puedan ya tener.	By not treating the wholeness of a person, by not acknowledging their potency, we are creating another ill on top of whatever natural struggle they might have.	spk.769
ted_769_78	en-es/flac.zip:21526007218:80745	97120	Estamos poniendo una calificación al valor que alguien tiene para nuestra comunidad.	We are effectively grading someone's worth to our community.	spk.769
ted_769_79	en-es/flac.zip:24334615860:102215	113120	Así que necesitamos ver mas allá de la patología y dentro del rango de la capacidad humana.	So we need to see through the pathology and into the range of human capability.	spk.769
ted_769_80	en-es/flac.zip:18917301868:122233	139840	Y, más importante aún, hay una asociación entre esas deficiencias percibidas y nuestra más grande habilidad creativa.	And, most importantly, there's a partnership between those perceived deficiencies and our greatest creative ability.	spk.769
ted_769_81	en-es/flac.zip:2491343002:184571	208320	Así que no se trata de menospreciar, o negar, esos momentos de mayor prueba como algo que queremos evitar u ocultar, sino que, en vez de eso, se trata de encontrar esas oportunidades que están ocultas dentro de la adversidad.	So it's not about devaluing, or negating, these more trying times as something we want to avoid or sweep under the rug, but instead to find those opportunities wrapped in the adversity.	spk.769
ted_769_82	en-es/flac.zip:5927138638:258583	315040	Así que, tal vez, la idea que quiero expresar es, no tanto el superar la adversidad, sino el abrirnos a ella, abrazarla, forcejear con ella, para utilizar un término de la lucha profesional, tal vez, incluso, danzar con ella.	So maybe the idea I want to put out there is not so much overcoming adversity as it is opening ourselves up to it, embracing it, grappling with it, to use a wrestling term, maybe even dancing with it.	spk.769
ted_769_83	en-es/flac.zip:14026099299:139638	164800	Y, quizás, si vemos la adversidad como algo natural, consistente y útil, estaremos menos oprimidos por su presencia.	And, perhaps, if we see adversity as natural, consistent and useful, we're less burdened by the presence of it.	spk.769
ted_769_84	en-es/flac.zip:28447237480:167782	178560	Este año celebramos los 200 años del nacimiento de Charles Darwin, y hace 150 años, cuando escribía sobre la evolución, Darwin puso de manifiesto, creo, una verdad acerca del carácter de los seres humanos.	This year we celebrate the 200th birthday of Charles Darwin, and it was 150 years ago, when writing about evolution, that Darwin illustrated, I think, a truth about the human character.	spk.769
ted_769_85	en-es/flac.zip:18793033010:162198	176480	Para parafrasearlo, no es el más fuerte de la especie el que sobrevive, ni tampoco es el más inteligente el que sobrevive, sino aquel que se adapta mejor al cambio.	To paraphrase: It's not the strongest of the species that survives, nor is it the most intelligent that survives; it is the one that is most adaptable to change.	spk.769
ted_769_86	en-es/flac.zip:7857858612:42233	44480	El conflicto es la génesis de la creación.	Conflict is the genesis of creation.	spk.769
ted_769_87	en-es/flac.zip:19913092827:215852	235840	A partir del trabajo de Darwin, entre otros, podemos reconocer que la habilidad humana para sobrevivir y prosperar está impulsada por la lucha del espíritu humano a través del conflicto y hacia la transformación.	From Darwin's work, amongst others, we can recognize that the human ability to survive and flourish is driven by the struggle of the human spirit through conflict into transformation.	spk.769
ted_769_88	en-es/flac.zip:25809855545:82781	91040	Así que, de nuevo, la transformación, la adaptación, es nuestra mayor habilidad humana.	So, again, transformation, adaptation, is our greatest human skill.	spk.769
ted_769_89	en-es/flac.zip:14144525999:62595	72640	Y, tal vez, no es sino hasta que somos probados, que sabemos de lo que estamos hechos.	And, perhaps, until we're tested, we don't know what we're made of.	spk.769
ted_769_90	en-es/flac.zip:13040652447:406852	459360	Antónimos, saludable, fuerte, capaz. "Le estaba leyendo esto en voz alta a un amigo, y al principio me estaba riendo, era tan ridículo, pero apenas acababa de leer" destrozado ", cuando mi voz se quebró y tuve que parar y recuperarme del choque emocional y el impacto que el asalto de estas palabras desataron.	Antonyms, healthy, strong, capable. "I was reading this list out loud to a friend and at first was laughing, it was so ludicrous, but I'd just gotten past" mangled, "and my voice broke, and I had to stop and collect myself from the emotional shock and impact that the assault from these words unleashed.	spk.769
