,phone,word
619,AY B R AW,"['ighbrow', 'eyebrow']"
620,AY CH,"['eitch', 'iatch']"
621,AY D EH N AH F AY D,"['identified', 'eidentified']"
623,AY D ER,"['ider', 'yder', 'idir']"
624,AY D IH D,"['uided', 'ided']"
625,AY D L IY,"['idly', 'idley']"
626,AY D T,"['aidt', 'eidt']"
627,AY F,"['if', 'ife', 'eif']"
628,AY IH NG,"['eing', 'uying']"
629,AY IH T,"['uiet', 'iet']"
630,AY JH IY,"['ijaiy', 'iji']"
631,AY K AH,"['ika', 'eica', 'ica']"
632,AY K AH N,"['icon', 'ican', 'oykin']"
633,AY K IY,"['ickey', 'icky']"
634,AY K OW,"['iko', 'icko']"
635,AY L AE SH,"['ailash', 'eyelash']"
636,AY L AH,"['aila', 'ila', 'ajla']"
637,AY L AH N D,"['ighland', 'island']"
638,AY M AH N,"['imon', 'aimon', 'eiman']"
639,AY M IY,"['ime', 'imee']"
640,AY N D B ER G,"['indbergh', 'indberg']"
641,AY N IH G ER,"['einiger', 'iniger']"
642,AY OW,"['iow', 'aio', 'io']"
643,AY OW T AH,"['oyota', 'iota']"
644,AY R,"['eir', 'ire']"
645,AY R AH N,"['iron', 'iren']"
646,AY R AH T,"['irate', 'eirut']"
647,AY R OW,"['xairo', 'iro', 'airo']"
648,AY S AO R,"['eyesore', 'ysore']"
649,AY S N ER,"['eisner', 'isner']"
650,AY T,"['ite', 'eit', 'ight']"
651,AY T AE L IH K,"['italic', 'italik']"
652,AY T IH NG,"['ighting', 'aiting']"
653,AY T L IH N,"['aitlyn', 'aitlin']"
654,AY V,"['iv', 'ive']"
655,AY V AH L,"['iveell', 'ivil']"
656,AY V AH N,"['ven', 'iven']"
657,AY W EY,"['eiwei', 'ighway']"
658,AY Z AH L,"['eisal', 'eisel']"
659,AY Z ER,"['iser', 'izer', 'eizer']"
660,B AA D IY,"['body', 'badi']"
661,B AA M,"['bomb', 'balm']"
662,B AA N D,"['bond', 'urobond']"
663,B AE N D,"['banned', 'band']"
664,B AH,"['bba', 'ba']"
665,B AH D,"['bud', 'bad']"
666,B AH G,"['bog', 'bug']"
667,B AH S T,"['bussed', 'bust']"
668,B AH T AH N,"['baton', 'button']"
669,B AO L D,"['balled', 'bald']"
670,B AO R,"['bore', 'boar']"
671,B AO R D,"['bored', 'board']"
672,B AO R ER,"['bioerror', 'borer']"
673,B AO R N,"['borne', 'born', 'sborne']"
674,B AW,"['bao', 'aibao', 'bow']"
675,B AW N D,"['bound', 'ebound']"
676,B AW T,"['buyout', 'bout']"
677,B AY OW S EH N S ER,"['biocensor', 'biosensor']"
678,B AY T,"['btw', 'bite', 'byte']"
679,B EH G,"['begg', 'beg']"
680,B EH L IY,"['belie', 'belly', 'belli']"
681,B EH N AH F IH T IH D,"['benefitted', 'benefited']"
682,B EH R,"['bear', 'bare']"
683,B EH R IH NG,"['baring', 'bearing']"
684,B EH R IY,"['berry', 'ighbury', 'bury']"
685,B ER AH,"['xibera', 'bura']"
686,B ER D,"['bird', 'barraged']"
687,B ER IY,"['ighbury', 'bury']"
688,B ER K AH,"['burka', 'burqa']"
689,B ER N,"['borne', 'burn']"
690,B ER N AA TH IY,"['bernathey', 'bernathy']"
693,B ER OW,"['burrow', 'borough']"
694,B ER T,"['aibert', 'bert']"
695,B EY,"['bey', 'be', 'bay']"
696,B EY AH N EH T,"['bayonette', 'bayonet']"
697,B EY D,"['buzaid', 'bade']"
698,B EY G AH N,"['begun', 'began']"
699,B EY L,"['bail', 'bale']"
700,B EY T IH D,"['bated', 'baited']"
701,B IH L D,"['billed', 'build']"
702,B IH L IY,"['belie', 'billy']"
703,B IH L Y AH N IH R,"['billionayear', 'billionyear']"
705,B IH N,"['been', 'bin']"
706,B IH N D,"['bind', 'binned']"
707,B IH NG,"['binge', 'bing']"
708,B IH R,"['bear', 'beer']"
709,B IH T,"['bit', 'bet']"
710,B IH Z IY,"['bitsy', 'busy']"
711,B IY AH N,"['bean', 'bian']"
712,B IY CH,"['beech', 'beach']"
713,B IY L,"['bbeel', 'beall']"
714,B IY N,"['bean', 'been', 'oybean']"
715,B IY T,"['beat', 'beet', 'btw']"
716,B IY T IY,"['bt', 'btw']"
717,B L,"['blih', 'ble']"
718,B L AA K,"['block', 'bloc']"
719,B L AA N D,"['blond', 'blonde']"
720,B L AE NG K,"['blanc', 'blank']"
721,B L IY K,"['blique', 'bleak']"
722,B L UW,"['bleu', 'blew', 'blue']"
723,B L UW IH SH,"['blueish', 'bluish']"
724,B OW,"['bo', 'bot', 'bow']"
725,B OW IH NG,"['bowing', 'boing']"
726,B OW IY,"['bowee', 'bowie']"
727,B OW L D,"['bold', 'bowled']"
728,B OW L D ER,"['boulder', 'bolder']"
729,B OW N IY,"['bone', 'bony']"
730,B OW T,"['boat', 'beaut']"
731,B R EH D,"['bred', 'bread']"
732,B R EY K,"['break', 'brake']"
733,B R EY K IH NG,"['breaking', 'braking']"
734,B R IH K,"['bric', 'brick']"
735,B R OW,"['brow', 'bro', 'ighbrow']"
736,B R UW D,"['brood', 'brewed']"
737,B UW,"['bou', 'bu']"
738,B Y UW T,"['beaut', 'but']"
739,CH AA K,"['chock', 'chk']"
740,CH AE T,"['chadt', 'chat']"
741,CH AO R,"['chore', 'chor']"
742,CH AY,"['chai', 'ceigh']"
743,CH EH R M AH N,"['chairmen', 'chairman']"
744,CH EH S T,"['chesed', 'chest', 'chestheight']"
745,CH EH UW L IY AH N,"['cheulian', 'cheulean']"
746,CH ER,"['chor', 'czar']"
747,CH ER T,"['tshirt', 'chert']"
748,CH IH K,"['chick', 'chic']"
749,CH IH L IY,"['chilly', 'chili']"
750,CH IY,"['chi', 'aatchi', 'ce']"
751,CH UW,"['chew', 'chu', 'choo']"
752,CH W AO R T CH AY L D,"['chwarzschild', 'chwarzchild']"
755,D AA K,"['doc', 'dock', 'dhoc']"
756,D AA L,"['dol', 'doll']"
757,D AA R K,"['dark', 'darc']"
758,D AA T,"['dot', 'dat']"
759,D AE M,"['damn', 'dam']"
760,D AE M D,"['dammed', 'damned']"
761,D AE M IH NG,"['damning', 'damming']"
762,D AH,"['nda', 'da', 'duh']"
763,D AH B AH L,"['double', 'dible']"
764,D AH K,"['duck', 'dock', 'doc']"
765,D AH K T,"['ducked', 'duct']"
766,D AH L,"['dull', 'dol', 'del']"
767,D AH M,"['dam', 'dumb', 'dum']"
768,D AH S IY T,"['deceipt', 'deceit']"
769,D AH T ER,"['deter', 'ditor']"
770,D AH Z AH N,"['doesn', 'doesnt', 'dozen']"
771,D AO G IY,"['doggie', 'doggy']"
772,D AO N,"['dawn', 'don']"
773,D AW S IH NG,"['dowsing', 'dousing']"
774,D AY,"['dye', 'die', 'di']"
775,D AY AH L AO G,"['dialogue', 'dialog']"
776,D AY AH T,"['diet', 'diot']"
777,D AY D,"['dide', 'dyed', 'died']"
778,D AY ER,"['dire', 'dyar']"
779,D AY IH NG,"['dyeing', 'dying']"
780,D AY K,"['dike', 'dyke']"
781,D EH D AH N D,"['deadened', 'deadend']"
782,D EH L EY D,"['delayed', 'delaide']"
783,D EH N IH K,"['denike', 'denic']"
784,D EH N T AH L,"['dentil', 'dental']"
785,D ER,"['der', 'yder']"
786,D ER AH B AH L,"['durable', 'dorable']"
787,D EY,"['de', 'des', 'day']"
788,D EY OW,"['deo', 'dayo']"
789,D IH D,"['did', 'dide']"
790,D IH D AH N,"['didnt', 'didn']"
791,D IH F,"['diff', 'dif']"
792,D IH F ER,"['differ', 'defer']"
793,D IH F R AE K SH AH N,"['defraction', 'diffraction']"
794,D IH F Y UW Z D,"['defused', 'diffused']"
795,D IH F Y UW Z IH NG,"['diffusing', 'defusing']"
796,D IH K,"['dick', 'deck']"
797,D IH K SH AH N,"['diction', 'ddiction']"
799,D IH L IY,"['dilly', 'deli']"
800,D IH M,"['dim', 'dem']"
801,D IH M IY N D,"['demeaned', 'demined']"
802,D IH M IY N IH NG,"['demining', 'demeaning']"
803,D IH N,"['din', 'den']"
804,D IH N T,"['dent', 'didnt']"
805,D IH NG,"['dding', 'ding']"
806,D IH P L OY D,"['deployed', 'diploid']"
807,D IH R,"['dear', 'der', 'deer']"
808,D IH S EH N T,"['dissent', 'descent', 'decent']"
809,D IH S ER N AH B AH L,"['discernible', 'discernable']"
810,D IH S F AH NG K SH AH N,"['disfunction', 'dysfunction']"
811,D IH S K,"['disk', 'disc']"
812,D IH S K R IY T,"['discrete', 'discreet']"
813,D IH S T,"['dissed', 'diced']"
814,D IH S T R AE K T AH B AH L,"['distractible', 'distractable']"
816,D IH Z ER T,"['desert', 'dessert']"
817,D IY D,"['ndeed', 'deed', 'died']"
818,D IY N,"['dean', 'dine']"
819,D IY T ER,"['dtre', 'deter', 'dieter']"
820,D M AH N D,"['dmond', 'dmund']"
821,D OW,"['dot', 'dough', 'do']"
822,D OW L F,"['dolf', 'dolph']"
823,D OW N,"['dont', 'don']"
824,D OW N AH T,"['donut', 'doughnut']"
825,D R,"['dr', 'dyar']"
826,D R AH,"['ydra', 'ndrus']"
827,D R AY ER,"['dryer', 'drier']"
828,D R IH V AH TH R UW,"['drivethru', 'drivethrough']"
830,D R IY,"['dry', 'ndri']"
831,D R IY AH,"['ndrea', 'dria']"
832,D R OY D,"['droid', 'ndroid']"
833,D R UW,"['drew', 'ndrew']"
834,D UW AH,"['dua', 'duuuuuhhh']"
835,D UW AH L,"['dewale', 'dual', 'duel']"
836,D W IH N,"['dwin', 'oodwin']"
837,DH EH R,"['their', 'theyre', 'there']"
838,DH ER,"['ather', 'ther']"
839,DH IH NG,"['thing', 'othing']"
840,DH OW,"['tho', 'though']"
841,EH,"['eh', 'ehh']"
842,EH AH L,"['eill', 'ell']"
843,EH B,"['eb', 'ebb', 'ehbe']"
844,EH B AH L,"['ebble', 'ebel']"
845,EH B ER,"['eber', 'pbbrrhh', 'ebber']"
846,EH B IY,"['ebby', 'ebbie']"
847,EH B R AH,"['ebora', 'eborah']"
848,EH D,"['aeed', 'ead', 'ed']"
849,EH D AH T,"['edit', 'evdutt']"
850,EH D IH T,"['eddit', 'edit']"
851,EH D L IY,"['edley', 'eadly']"
852,EH DH ER,"['ether', 'eather']"
853,EH ER,"['raud', 're']"
854,EH F R IY,"['effrey', 'eoffrey']"
855,EH F T,"['efaat', 'eft']"
856,EH G,"['eg', 'egg']"
857,EH G AH N,"['egen', 'egan']"
858,EH G IY,"['eggy', 'eggie']"
859,EH HH AH N,"['ehan', 'aehan']"
860,EH HH ER,"['ehar', 'eher']"
861,EH HH IH N D,"['ehinde', 'ehind']"
862,EH IY,"['ehi', 'ey']"
863,EH IY L,"['eill', 'eal']"
864,EH JH,"['edx', 'edge']"
865,EH K,"['eck', 'ech', 'ayek']"
866,EH K ER,"['ecker', 'ekker']"
867,EH K IY,"['ecchi', 'eki', 'ecky']"
868,EH K S AH B IH SH AH N,"['xhibition', 'exhibition']"
869,EH K S AH L AH N T,"['xcellent', 'excellent']"
870,EH K S AH N,"['exan', 'xxon']"
871,EH K S AH T,"['xit', 'exit']"
872,EH K S AY L,"['exile', 'xile']"
873,EH K S EH L,"['xcel', 'eksell']"
874,EH K S ER S AY Z D,"['exorcised', 'exercised']"
875,EH K S F ER D,"['xford', 'exford']"
876,EH K S HH EY L,"['exhale', 'xhale']"
877,EH K S IY,"['xie', 'exi']"
878,EH K S K L AH M EY SH AH N,"['exclamation', 'xclamation']"
879,EH K S OW,"['xo', 'exo']"
880,EH K S P AH D IH SH AH N,"['xpedition', 'expedition']"
881,EH K S P AH Z IH SH AH N,"['xposition', 'exposition']"
882,EH K S P L AO R EY SH AH N,"['xploration', 'exploration']"
883,EH K S P L IH S AH T L IY,"['explicitly', 'xplicitly']"
884,EH K S P L OW ZH AH N,"['xplosion', 'explosion']"
885,EH K S P L OY AH T EY SH AH N,"['exploitation', 'xploitation']"
887,EH K S P L OY T,"['xploit', 'exploit']"
890,EH K S P OW,"['expo', 'xpo']"
891,EH K S T IH NG SH AH N,"['eextinction', 'xtinction']"
892,EH K S T R AE K SH AH N,"['xtraction', 'extraction']"
893,EH K S T R AE K T,"['extract', 'xtract']"
894,EH K S T R AE K T IH V,"['extractive', 'xtractive']"
895,EH K S T R AH,"['extra', 'xtra']"
896,EH K S T R AH AO R D AH N EH R IY,"['extraordinary', 'xtraordinary']"
897,EH K S T R AH T ER EH S T R IY AH L,"['extraterrestrial', 'xtraterrestrial']"
898,EH K S T R AH V ER T IH D,"['extroverted', 'xtroverted']"
899,EH K S T R AH V ER ZH AH N,"['xtroversion', 'extroversion', 'extraversion']"
900,EH K S T R AO R D AH N EH R AH L IY,"['extraordinarily', 'xtraordinarily']"
901,EH K S T R EH M IH Z AH M,"['extremism', 'xtremism']"
902,EH K S T R IY M,"['extreme', 'xtreme']"
904,EH K S T R IY M L IY,"['xtremely', 'extremely']"
906,EH K T ER,"['ecter', 'ector']"
907,EH L AH,"['ela', 'ella']"
908,EH L AH D IY,"['ellody', 'elody']"
909,EH L AH M,"['elam', 'elem', 'ellum']"
910,EH L AH N,"['elen', 'ellon']"
911,EH L AY T,"['elite', 'elight']"
912,EH L D AH,"['elda', 'elde']"
913,EH L ER,"['eller', 'ellar']"
914,EH L F IY,"['elphi', 'elfie']"
915,EH L IY T,"['elete', 'elite']"
916,EH L K AH M,"['ellcome', 'elcome']"
917,EH L K OW,"['elkoe', 'elco']"
918,EH L M,"['ealm', 'ellme']"
919,EH L T,"['elt', 'eldt']"
920,EH M,"['m', 'em']"
921,EH M AH L,"['emale', 'emmel']"
922,EH M AH N,"['ehman', 'emon', 'emen']"
923,EH M B ER,"['ember', 'embere']"
924,EH M IY,"['emi', 'ehmi']"
925,EH M P,"['emp', 'mp']"
926,EH M P AE TH AH K,"['mpathic', 'empathic']"
927,EH M P AH L,"['emple', 'empel']"
928,EH M P AH TH EH T IH K,"['empathetic', 'mpathetic']"
929,EH M P AH TH IY,"['empathy', 'mpathy']"
930,EH M P AY ER,"['mpire', 'empire']"
931,EH M P ER ER,"['emperor', 'mperor']"
932,EH M P IH R AH S IH Z AH M,"['empiricism', 'mpiricism']"
933,EH M P L OY,"['employee', 'employ', 'mployee']"
934,EH M P L OY IY,"['employee', 'mployee']"
935,EH M P T IY,"['mpty', 'empty']"
936,EH M T IY,"['mt', 'empty']"
937,EH M T IY ER,"['mtier', 'emptier']"
939,EH N AH,"['ena', 'enna']"
940,EH N AH N,"['ennon', 'enan']"
941,EH N AH T,"['ennett', 'enate', 'enet']"
942,EH N AH V AH,"['enova', 'eneva']"
943,EH N D,"['end', 'ehind', 'ende']"
944,EH N D IH L,"['endhil', 'endil']"
946,EH N ER,"['enter', 'enner']"
947,EH N ER D,"['eonard', 'xnard']"
948,EH N EY B AH L D,"['iienabled', 'enabled']"
949,EH N F IY L D,"['enfield', 'enefield']"
950,EH N G EY JH,"['engage', 'ngage']"
951,EH N G EY JH IH NG,"['ngaging', 'engaging']"
952,EH N IH G,"['enig', 'ennig']"
954,EH N IY AH L,"['enial', 'iennial']"
955,EH N IY W AH N,"['anyon', 'anyone']"
956,EH N JH AH N IH R,"['ngineer', 'engineer']"
957,EH N JH AH N IH R IH NG,"['engineering', 'ngineering']"
958,EH N K IY,"['enki', 'ehncke']"
959,EH N R IY,"['enry', 'enri']"
960,EH N S AH N,"['ensen', 'enson']"
961,EH N T,"['ent', 'ente']"
962,EH N T AH L,"['ental', 'entl']"
963,EH N T ER,"['enter', 'entre']"
964,EH N T ER IH NG,"['entoring', 'entering']"
965,EH N T UW,"['ento', 'entoo']"
966,EH N Y AH N,"['enyan', 'enyon']"
967,EH NG,"['eong', 'ng', 'eng']"
968,EH NG G AH L,"['engal', 'ngel']"
969,EH NG G AH L OW,"['ngelou', 'ngelo']"
970,EH NG G EH L IY N IY,"['ngeline', 'ngelini']"
971,EH NG G ER,"['ngor', 'nger', 'enger']"
972,EH NG G L IH SH M AH N,"['nglishman', 'nglishmen']"
973,EH NG K,"['nc', 'ehncke']"
974,EH NG K AH L,"['ncle', 'enkel']"
975,EH NG K AH N,"['ncan', 'encken']"
977,EH P AH L,"['epal', 'eppel']"
978,EH P ER,"['eper', 'epper']"
979,EH R AH B AH L,"['earable', 'errible']"
980,EH R AH K,"['arack', 'arok']"
981,EH R AH L D,"['yearold', 'arold', 'erald']"
982,EH R AH L IH N,"['arilyn', 'arolyn']"
984,EH R AH M IY,"['aramie', 'eremy']"
985,EH R AH N D,"['errand', 'erand']"
986,EH R AH N EH K,"['eronek', 'eranek']"
987,EH R AH N T,"['errant', 'erent']"
988,EH R AH T,"['arate', 'erat']"
989,EH R D,"['ared', 'aired', 'aird']"
990,EH R ER,"['error', 'arer']"
991,EH R IH K,"['erek', 'ereck']"
992,EH R IH N,"['errin', 'arin']"
993,EH R IH T,"['arrett', 'arate', 'erritt']"
994,EH R IY AH L,"['erial', 'aerial']"
995,EH R IY AH N,"['arion', 'arian']"
996,EH R IY D,"['airead', 'arried']"
997,EH R L IY,"['airly', 'arely']"
998,EH R M AA N T,"['airmont', 'ermont']"
999,EH R S IY AH,"['ersia', 'airsea']"
1000,EH R UW,"['eru', 'eruo', 'ehru']"
1001,EH S AH L,"['essel', 'estl']"
1002,EH S AH L ER,"['esseler', 'essler', 'oestler']"
1003,EH S AH N,"['esson', 'essun']"
1004,EH S AH N T,"['ecent', 'escent']"
1005,EH S ER,"['aesar', 'esar', 'esser']"
1006,EH S ER T,"['esort', 'esert']"
1007,EH S K AH L EY T,"['eescalate', 'escalate']"
1008,EH S K Y UW,"['escue', 'eschew']"
1009,EH S L ER,"['oestler', 'essler', 'eszler']"
1010,EH S L IY,"['esley', 'eslie']"
1011,EH S T AH N,"['estin', 'eston']"
1012,EH S T ER,"['estor', 'eicester', 'ester']"
1013,EH S T R AH L,"['estral', 'estrel']"
1014,EH S TH EH T IH K,"['esthetic', 'aesthetic']"
1015,EH S TH EH T IH K AH L IY,"['aesthetically', 'esthetically']"
1017,EH SH UW,"['eshu', 'eschew']"
1018,EH T AH,"['eta', 'ehta', 'uetta']"
1019,EH T AH L,"['etal', 'ettle']"
1020,EH T ER,"['eter', 'etter']"
1021,EH T IY,"['ettie', 'eti', 'etty']"
1022,EH T R IY,"['etri', 'oetry']"
1023,EH T S IY,"['etsey', 'etsy']"
1024,EH TH,"['eath', 'eth']"
1025,EH V AH L,"['evel', 'evell']"
1026,EH V AH L UW SH AH N,"['evolution', 'oevolution']"
1027,EH V ER,"['ever', 'evere']"
1028,EH V ER L IY,"['everly', 'everley']"
1029,EH V IH N,"['evin', 'even', 'evine']"
1030,EH V IY,"['evy', 'evi']"
1031,ER AA K,"['arok', 'urok']"
1032,ER AA R,"['errr', 'arar', 'arrar']"
1033,ER AA R D,"['erard', 'errard']"
1034,ER AA R IY,"['arari', 'errari']"
1035,ER AA T,"['urat', 'erat']"
1036,ER AA ZH,"['ourage', 'arage']"
1037,ER AE N,"['errain', 'aran']"
1038,ER AH N T,"['erent', 'aurent', 'urrent']"
1039,ER AW N D,"['around', 'urround', 'yearround']"
1040,ER AW Z AH L,"['arousal', 'arousel']"
1041,ER B,"['erb', 'herb']"
1042,ER B AH N,"['urban', 'urbane', 'rban']"
1043,ER B AH N AY Z D,"['rbanized', 'urbanized']"
1044,ER B IY,"['erbie', 'urby', 'irby']"
1045,ER CH ER,"['urture', 'eourture']"
1046,ER CH IH NG,"['earching', 'urching']"
1047,ER D AH N,"['erdon', 'erdun']"
1048,ER EH T,"['huret', 'auret', 'arret']"
1049,ER ER R,"['rrrrr', 'rrrrrr']"
1050,ER EY T ER,"['orator', 'arrator']"
1051,ER G,"['aaaaaaaargh', 'erg']"
1052,ER G IY,"['urgi', 'ergey']"
1053,ER G OW,"['irgo', 'ergo']"
1054,ER HH AE N,"['irhan', 'urhan']"
1056,ER IH N S K IY,"['arazynski', 'erinsky']"
1057,ER IY AH,"['iarrhea', 'area', 'orea']"
1058,ER IY M,"['arieme', 'areem']"
1059,ER IY N,"['rien', 'arine']"
1060,ER IY N AH,"['arena', 'areena', 'erena']"
1061,ER JH,"['urge', 'erge']"
1062,ER JH AH N T,"['ergeant', 'urgent']"
1063,ER JH ER,"['urger', 'erger']"
1064,ER JH IH NG,"['urging', 'erging']"
1065,ER JH IY,"['ergy', 'ergey', 'urgi']"
1066,ER K AH L,"['ircle', 'urkle', 'erkel']"
1067,ER K L IY,"['erkley', 'erkeley']"
1068,ER K M AH N,"['erkman', 'urkmen']"
1069,ER K OW,"['erckx', 'erko']"
1070,ER L,"['earl', 'irl', 'earle']"
1071,ER M AH N,"['urman', 'ermann', 'erman']"
1072,ER M AH N AH N T,"['ermanent', 'ermanente']"
1073,ER M AH T,"['ourmet', 'ermit']"
1075,ER N AH L,"['ournal', 'olonel']"
1076,ER N AH T,"['ernot', 'urnett']"
1077,ER N D,"['urned', 'earned']"
1078,ER N IH NG,"['urning', 'earning']"
1079,ER N IY,"['ourney', 'ernie']"
1080,ER N T,"['erent', 'urrent']"
1081,ER OW L,"['arole', 'arol']"
1082,ER OW L IY,"['horoughly', 'aroli']"
1083,ER R,"['rrrrr', 'errr', 'rrrr']"
1084,ER S AH N AH L,"['ersonal', 'ersonnel']"
1085,ER S IY,"['erci', 'ercy', 'ersey']"
1086,ER S T,"['irst', 'erced']"
1087,ER T AH L,"['urtle', 'ertile']"
1088,ER T IY,"['ertie', 'irty']"
1089,ER T IY N,"['urteen', 'ourtine']"
1090,ER UW,"['aru', 'aroo']"
1091,ER V,"['oeuvre', 'urve', 'erve']"
1092,EY AH,"['eeyah', 'a']"
1093,EY AH N,"['ehan', 'ayan']"
1094,EY B,"['aib', 'abe', 'aybe']"
1095,EY B AH L,"['abel', 'able', 'ebel']"
1096,EY B ER,"['eighbor', 'aber']"
1097,EY B IY,"['ab', 'aby', 'aybe']"
1098,EY B L AH T,"['ablet', 'ablate']"
1100,EY D AH,"['ada', 'aeda']"
1101,EY D AH L AH,"['aidulluh', 'aidullah']"
1102,EY D IY,"['ady', 'ejdi']"
1103,EY D UW,"['adu', 'aidu']"
1104,EY ER,"['eyore', 'ayor', 'ayer']"
1106,EY G OW,"['iego', 'ago']"
1107,EY JH,"['aige', 'age', 'aj']"
1108,EY JH AH N,"['aijen', 'ajun', 'agen']"
1109,EY JH ER,"['ajor', 'ager']"
1110,EY JH IH NG,"['eijing', 'aging']"
1112,EY K,"['ache', 'ake']"
1114,EY K AH L,"['aikal', 'achel']"
1115,EY K AH N,"['acon', 'aken']"
1116,EY K ER,"['aker', 'acre', 'eizscker']"
1117,EY K IH N,"['akin', 'achin']"
1118,EY K IH NG,"['aching', 'aking']"
1119,EY K T,"['ached', 'aked']"
1120,EY L ER,"['aylor', 'ailer']"
1121,EY L IY AH N,"['alien', 'alian']"
1122,EY M AH,"['aima', 'eymah']"
1123,EY M D,"['amed', 'aimed']"
1124,EY N AH N,"['ainn', 'anaan']"
1125,EY N D,"['and', 'ained']"
1126,EY N IH G Z AH P IH R IY,"['aintxupry', 'aintxupery']"
1127,EY N IH NG,"['ainting', 'aining']"
1128,EY N IY,"['anie', 'aney']"
1131,EY N Z V IH L,"['anesville', 'aynesville', 'ainesville']"
1132,EY P IY,"['aipei', 'api']"
1133,EY R UW,"['ehru', 'higeru']"
1134,EY S IY,"['asey', 'acey']"
1135,EY S T,"['ased', 'aste', 'aced']"
1136,EY SH AH N,"['ation', 'ion', 'aitian']"
1137,EY SH AH N T,"['atient', 'eatient']"
1138,EY T EH R AH L D,"['eightyyearold', 'eightyearold']"
1139,EY T IH D,"['aited', 'ated']"
1140,EY T IH NG,"['ating', 'aiting']"
1142,EY T IY N,"['ighteen', 'eighteen']"
1143,EY T R IH K,"['atrick', 'atrix']"
1144,EY T R IY AH,"['atria', 'aitria']"
1146,EY TH,"['eighth', 'aith', 'ath']"
1147,EY V AH,"['ava', 'eva']"
1148,EY V IY,"['avey', 'avi', 'avy']"
1150,EY W ER D,"['aword', 'ayward']"
1151,EY Z AH,"['aiza', 'ayza']"
1152,EY Z AH N,"['aysan', 'ayson', 'aizan']"
1153,EY Z D,"['ased', 'aised']"
1154,EY Z ER,"['aser', 'aiser']"
1155,EY Z IY,"['aisy', 'hese']"
1156,F AA L,"['fall', 'ffal']"
1157,F AE S T G R OW IH NG,"['fastestgrowing', 'fastgrowing']"
1158,F AH JH,"['phage', 'fudge']"
1159,F AH K,"['fuck', 'folk']"
1160,F AH N D,"['phoned', 'fund']"
1161,F AH N IY,"['funny', 'phony']"
1162,F AH S IH NG,"['facing', 'fussing']"
1163,F AH Z IY,"['ffizi', 'fuzzy']"
1164,F AO R,"['four', 'for', 'fore']"
1165,F AO R AH N ER,"['forerunner', 'foreigner']"
1166,F AO R G OW,"['forgo', 'forego']"
1167,F AO R G OW N IY,"['foregone', 'forgone']"
1168,F AO R M AH N,"['foremen', 'foreman']"
1169,F AO R TH,"['fourth', 'forth']"
1170,F AO R W ER D,"['forward', 'fourword']"
1171,F AW L,"['fowl', 'foul']"
1172,F AY N D,"['find', 'fined']"
1173,F AY R M AH N,"['fireman', 'firemen']"
1174,F EH M AH N AH S T,"['feministe', 'feminist']"
1176,F EH R,"['ffair', 'fare', 'fair']"
1177,F EH R IY,"['ferry', 'fairy']"
1178,F ER T AH L AH Z EY SH AH N,"['fertiliztion', 'fertilization']"
1179,F EY T,"['fate', 'fete']"
1180,F EY Z D,"['fazed', 'phased']"
1181,F IH K T IH V,"['fictive', 'ffective']"
1182,F IH L,"['fill', 'phill']"
1183,F IH N D,"['find', 'finned']"
1184,F IH R,"['fear', 'fir']"
1185,F IH SH ER,"['fissure', 'fisher']"
1186,F IH SH ER IY,"['fischeri', 'fishery']"
1187,F IH SH IH NG,"['phishing', 'fishing']"
1188,F IH SH IY,"['fisheye', 'fishy']"
1189,F IH T,"['ffit', 'fit']"
1190,F IH Z IY,"['ffizi', 'fizzy']"
1191,F IY,"['phi', 'cfee', 'fee']"
1192,F L AW ER,"['flour', 'flower']"
1193,F L AY ER,"['flyer', 'flier']"
1194,F L EH R,"['flare', 'flair']"
1195,F L IY,"['fly', 'flee', 'flea']"
1196,F L OW,"['floe', 'flow']"
1197,F L UW,"['flew', 'flu']"
1198,F M AH N,"['aufman', 'auffman']"
1199,F R AE NG K,"['franc', 'frank']"
1200,F R AH K AH N,"['frikan', 'frican']"
1201,F R EH SH M AH N,"['freshmen', 'freshman']"
1202,F R IY,"['fry', 'free']"
1203,F R IY D,"['freed', 'fried']"
1205,F UH R,"['four', 'fur']"
1206,F Y UW,"['few', 'phew']"
1207,F Y UW AH L D,"['fueled', 'fuelled']"
1208,G AA D D AE M,"['goddamn', 'goddam']"
1209,G AA L IY,"['gale', 'golly']"
1210,G AH N,"['gan', 'gun']"
1211,G AH T,"['got', 'gut']"
1212,G AO R D,"['gourd', 'gored']"
1213,G AY,"['guyen', 'guy']"
1214,G AY L,"['gile', 'guile']"
1215,G EH S T,"['guest', 'guessed']"
1216,G ER IH L AH,"['guerilla', 'guerrilla', 'gorilla']"
1217,G ER L IY,"['girlie', 'girly']"
1218,G EY L,"['gale', 'ngawale']"
1219,G EY T,"['gait', 'gate']"
1220,G IH L,"['gile', 'gill']"
1221,G L AH M,"['glom', 'glum']"
1222,G L OW,"['glow', 'gloe']"
1223,G L OW B AH L,"['globale', 'global']"
1225,G OW,"['go', 'gho']"
1226,G OW D,"['goad', 'god']"
1227,G R AE M,"['ngram', 'gram']"
1228,G R AE N D AE D IY,"['grandaddy', 'granddaddy']"
1229,G R AH N T,"['grant', 'grunt']"
1230,G R AH N T IH D,"['granted', 'grunted']"
1231,G R EY,"['grey', 'gray']"
1232,G R EY S K EY L,"['greyscale', 'grayscale']"
1233,G R IH D,"['grid', 'ngrid']"
1234,G R IH Z L IY,"['grizzly', 'grisly']"
